"","video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent","publishTime","pub_date"
"110","uT9s4BXcv6w","2024-11-06T08:09:45Z","UCXIJgqnII2ZOINSWNOGFThA","Donald Trump speaks after winning the 2024 Presidential Election","Former President Donald Trump delivers remarks from Mar-a-Lago as Americans await the results of the 2024 presidential ...","https://i.ytimg.com/vi/uT9s4BXcv6w/default.jpg","120","90","https://i.ytimg.com/vi/uT9s4BXcv6w/mqdefault.jpg","320","180","https://i.ytimg.com/vi/uT9s4BXcv6w/hqdefault.jpg","480","360","Fox News","none","2024-11-06T08:09:45Z",2024-11-06
"111","YUsuItpdOf4","2024-11-06T10:59:42Z","UCaXkIU1QidjPwiAYu6GcHjg","Donald Trump wins 2024 election","See MSNBC call Donald Trump the 2024 election winner. In the words of Jen Psaki, ""I wish I had better news for my daughter later ...","https://i.ytimg.com/vi/YUsuItpdOf4/default.jpg","120","90","https://i.ytimg.com/vi/YUsuItpdOf4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YUsuItpdOf4/hqdefault.jpg","480","360","MSNBC","none","2024-11-06T10:59:42Z",2024-11-06
"112","2Go7J9p4oeo","2024-11-06T07:36:08Z","UCIRYBXDze5krPDzAEOxFGVA","CNN calls huge Pennsylvania win for Donald Trump","News outlets including NBC News and CNN project that Donald Trump has won Pennsylvania, putting him on the verge of ...","https://i.ytimg.com/vi/2Go7J9p4oeo/default.jpg","120","90","https://i.ytimg.com/vi/2Go7J9p4oeo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/2Go7J9p4oeo/hqdefault.jpg","480","360","Guardian News","none","2024-11-06T07:36:08Z",2024-11-06
"113","qz7Yxjup33Q","2024-11-01T17:43:44Z","UCFmofUYwZd1Ibf_O3PF71jg","Presidential Election 2024: Who&#39;s winning in the polls?","Vice President Kamala Harris and former President Donald Trump remain neck-and-neck in the most recent polling. Subscribe to ...","https://i.ytimg.com/vi/qz7Yxjup33Q/default.jpg","120","90","https://i.ytimg.com/vi/qz7Yxjup33Q/mqdefault.jpg","320","180","https://i.ytimg.com/vi/qz7Yxjup33Q/hqdefault.jpg","480","360","FOX 32 Chicago","none","2024-11-01T17:43:44Z",2024-11-01
"114","9ixVxRbX0zE","2024-11-06T15:50:33Z","UCeY0bbntWzzVIaj2z3QigXg","Steve Kornacki breaks down the 2024 election results","Republicans will control the Senate after flipping several seats in the 2024 election and could also keep a majority in the House of ...","https://i.ytimg.com/vi/9ixVxRbX0zE/default.jpg","120","90","https://i.ytimg.com/vi/9ixVxRbX0zE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/9ixVxRbX0zE/hqdefault.jpg","480","360","NBC News","none","2024-11-06T15:50:33Z",2024-11-06
"115","vCQhf3RslMo","2024-11-06T02:23:47Z","UCupvZG-5ko_eiXAupbDfxWw","Chris Wallace reacts to what we know about 2024 results so far","CNN's Chris Wallace discusses the state of the 2024 election results so far, and why the scene may change as the night goes on.","https://i.ytimg.com/vi/vCQhf3RslMo/default.jpg","120","90","https://i.ytimg.com/vi/vCQhf3RslMo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/vCQhf3RslMo/hqdefault.jpg","480","360","CNN","none","2024-11-06T02:23:47Z",2024-11-06
"116","WjQ1Hb1UNDQ","2024-11-09T08:56:48Z","UCO0akufu9MOzyz3nvGIXAAw","US media fallout from Donald Trump&#39;s election victory","Sky News Australia has looked at the media fallout in the US from Donald Trump's election victory. It comes as exit polls have ...","https://i.ytimg.com/vi/WjQ1Hb1UNDQ/default.jpg","120","90","https://i.ytimg.com/vi/WjQ1Hb1UNDQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/WjQ1Hb1UNDQ/hqdefault.jpg","480","360","Sky News Australia","none","2024-11-09T08:56:48Z",2024-11-09
"117","DLqd1dEyhp8","2024-11-06T07:07:19Z","UCNjfNLnQYbjBEvnS8KFuyGQ","Trump elected to second term, FOX News projects","Former president Donald Trump has won enough electoral votes to retake the White House, FOX News projects. Just before 2 ...","https://i.ytimg.com/vi/DLqd1dEyhp8/default.jpg","120","90","https://i.ytimg.com/vi/DLqd1dEyhp8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/DLqd1dEyhp8/hqdefault.jpg","480","360","FOX 10 Phoenix","none","2024-11-06T07:07:19Z",2024-11-06
"118","bJPxUChYeaM","2024-11-06T10:54:50Z","UCeY0bbntWzzVIaj2z3QigXg","Donald Trump is elected 47th president of the United States, NBC News projects","NBC News is projecting that Donald Trump has won the 2024 election and will be the 47th president of the United States.","https://i.ytimg.com/vi/bJPxUChYeaM/default.jpg","120","90","https://i.ytimg.com/vi/bJPxUChYeaM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/bJPxUChYeaM/hqdefault.jpg","480","360","NBC News","none","2024-11-06T10:54:50Z",2024-11-06
"119","aLCjnvTjYz0","2024-11-02T11:06:02Z","UCVHTypjbrXH-maZaIkwweJA","Presidential Election Analysis: How Kamala Harris and Donald Trump win Electoral College","NBC Political Analyst Steve Kornacki shows the easiest paths to an Electoral College win for Kamala Harris and for Donald Trump ...","https://i.ytimg.com/vi/aLCjnvTjYz0/default.jpg","120","90","https://i.ytimg.com/vi/aLCjnvTjYz0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/aLCjnvTjYz0/hqdefault.jpg","480","360","KSDK News","none","2024-11-02T11:06:02Z",2024-11-02
"120","lXN-HcYJyws","2024-11-06T08:38:25Z","UCoMdktPbSTixAyNGwb-UYkQ","Zelenskyy congratulates Trump on &#39;impressive victory&#39; | US election 2024","Volodymyr Zelenskyy, the Ukrainian president, has congratulated Donald Trump on an ""impressive"" election victory. Mr Zelenskyy ...","https://i.ytimg.com/vi/lXN-HcYJyws/default.jpg","120","90","https://i.ytimg.com/vi/lXN-HcYJyws/mqdefault.jpg","320","180","https://i.ytimg.com/vi/lXN-HcYJyws/hqdefault.jpg","480","360","Sky News","none","2024-11-06T08:38:25Z",2024-11-06
"121","XhCF2EPmpw4","2024-11-05T04:45:14Z","UCm7lHFkt2yB_WzL67aruVBQ","US Election 2024: Donald Trump Leads Kamala Harris In All Swing States-Polls | US Polls | US News","US Election 2024: Donald Trump Leads Kamala Harris In All Swing States | US Polls | US News Live All eyes are on the US ...","https://i.ytimg.com/vi/XhCF2EPmpw4/default.jpg","120","90","https://i.ytimg.com/vi/XhCF2EPmpw4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/XhCF2EPmpw4/hqdefault.jpg","480","360","Hindustan Times","none","2024-11-05T04:45:14Z",2024-11-05
"122","WKCqHaMou7M","2024-11-07T08:18:42Z","UCJy232tY_LUd1NuBgsSNUEA","2024 US Election Slander","2024 US Election Slander. What a wild ride. Sir Swag Academy: https://www.youtube.com/@sirswagacademy Twitter: ...","https://i.ytimg.com/vi/WKCqHaMou7M/default.jpg","120","90","https://i.ytimg.com/vi/WKCqHaMou7M/mqdefault.jpg","320","180","https://i.ytimg.com/vi/WKCqHaMou7M/hqdefault.jpg","480","360","Sir Swag","none","2024-11-07T08:18:42Z",2024-11-07
"123","nupzHyTITqc","2024-11-06T08:09:07Z","UC5T7D-Dh1eDGtsAFCuwv_Sw","Trump claims victory, the world reacts to a historical US election","Tonight on 7NEWS, our reporters are on the ground across the United States and in our capital cities scoping out the reaction to ...","https://i.ytimg.com/vi/nupzHyTITqc/default.jpg","120","90","https://i.ytimg.com/vi/nupzHyTITqc/mqdefault.jpg","320","180","https://i.ytimg.com/vi/nupzHyTITqc/hqdefault.jpg","480","360","7NEWS Australia","none","2024-11-06T08:09:07Z",2024-11-06
"124","x27gDAcvTMk","2024-10-26T02:35:15Z","UCGVVGdMcWxF0KW4mCrmiNCQ","Donald Trump asked Joe Rogan for Endorsement 😭🤣","","https://i.ytimg.com/vi/x27gDAcvTMk/default.jpg","120","90","https://i.ytimg.com/vi/x27gDAcvTMk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/x27gDAcvTMk/hqdefault.jpg","480","360","Joke WRLD","none","2024-10-26T02:35:15Z",2024-10-26
"125","N3TSvQIlvZ0","2024-11-03T20:00:15Z","UCeY0bbntWzzVIaj2z3QigXg","What Steve Kornacki will be watching as election results come in","NBC News National Political Correspondent Steve Kornacki joins Meet the Press to explain what to watch as vote returns come in ...","https://i.ytimg.com/vi/N3TSvQIlvZ0/default.jpg","120","90","https://i.ytimg.com/vi/N3TSvQIlvZ0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/N3TSvQIlvZ0/hqdefault.jpg","480","360","NBC News","none","2024-11-03T20:00:15Z",2024-11-03
"126","O4GpG5ru-mQ","2024-10-26T12:59:00Z","UCuFFtHWoLl5fauMMD5Ww2jA","U.S. Election 2024 swing state Michigan, explained","After voting Democrat for decades – Michigan turned red in 2016 voting for Trump, only to back Biden in 2020. Andrew Chang ...","https://i.ytimg.com/vi/O4GpG5ru-mQ/default.jpg","120","90","https://i.ytimg.com/vi/O4GpG5ru-mQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/O4GpG5ru-mQ/hqdefault.jpg","480","360","CBC News","none","2024-10-26T12:59:00Z",2024-10-26
"127","SZKaVVzkdAU","2024-11-11T15:00:27Z","UC16niRr50-MSBwiO3YDb3RA","The US Election is Over — What Happens Now?","You're watching Path to the Presidency with Caitríona, Sumi and Katty – a weekly discussion about the 2024 US election with the ...","https://i.ytimg.com/vi/SZKaVVzkdAU/default.jpg","120","90","https://i.ytimg.com/vi/SZKaVVzkdAU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/SZKaVVzkdAU/hqdefault.jpg","480","360","BBC News","none","2024-11-11T15:00:27Z",2024-11-11
"128","vRHC2et8rSU","2024-11-06T15:30:12Z","UCef1-8eOpJgud7szVPlZQAQ","US Elections 2024 Latest News | US Elections | Trump Wins US Presidential Elections | US News | N18G","US Elections 2024 Latest News | US Elections | Trump Wins US Presidential Elections | US News | N18G Donald J. Trump was ...","https://i.ytimg.com/vi/vRHC2et8rSU/default.jpg","120","90","https://i.ytimg.com/vi/vRHC2et8rSU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/vRHC2et8rSU/hqdefault.jpg","480","360","CNN-News18","none","2024-11-06T15:30:12Z",2024-11-06
"129","VA0mJHo5X_s","2024-11-06T17:50:00Z","UCz8QaiQxApLq8sLNcszYyJw","4 Reasons why Kamala Harris Lost to Donald Trump | Vantage with Palki Sharma","4 Reasons why Kamala Harris Lost to Donald Trump | Vantage with Palki Sharma Kamala Harris's loss in the 2024 presidential ...","https://i.ytimg.com/vi/VA0mJHo5X_s/default.jpg","120","90","https://i.ytimg.com/vi/VA0mJHo5X_s/mqdefault.jpg","320","180","https://i.ytimg.com/vi/VA0mJHo5X_s/hqdefault.jpg","480","360","Firstpost","none","2024-11-06T17:50:00Z",2024-11-06
"130","Tfr0wfCMD8E","2024-11-12T18:36:44Z","UCP6HGa63sBC7-KHtkme-p-g","GOP claims House victory before final races are called | USA TODAY","House Republicans were set to hold the majority on a narrow margin, which puts their advantage at risk if GOP representatives ...","https://i.ytimg.com/vi/Tfr0wfCMD8E/default.jpg","120","90","https://i.ytimg.com/vi/Tfr0wfCMD8E/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Tfr0wfCMD8E/hqdefault.jpg","480","360","USA TODAY","none","2024-11-12T18:36:44Z",2024-11-12
"131","NyPN7XT4fO0","2024-10-31T15:39:07Z","UCz8QaiQxApLq8sLNcszYyJw","US Elections: How Does the Electoral College Work? | Vantage with Palki Sharma","US Elections: How Does the Electoral College Work? | Vantage with Palki Sharma US citizens will vote on November 5 to elect ...","https://i.ytimg.com/vi/NyPN7XT4fO0/default.jpg","120","90","https://i.ytimg.com/vi/NyPN7XT4fO0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/NyPN7XT4fO0/hqdefault.jpg","480","360","Firstpost","none","2024-10-31T15:39:07Z",2024-10-31
"132","s1e3JkyIioE","2024-11-06T08:32:24Z","UCJg9wBPyKMNA5sRDnvzmkdg","Tuesday night election coverage, Continue live here: youtube.com/watch?v=Da1BxqG4uJM","WATCH OUR LIVE AIR HERE: https://www.youtube.com/watch?v=Da1BxqG4uJM Election Raw Live: Campaign headquarters, ...","https://i.ytimg.com/vi/s1e3JkyIioE/default.jpg","120","90","https://i.ytimg.com/vi/s1e3JkyIioE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/s1e3JkyIioE/hqdefault.jpg","480","360","LiveNOW from FOX","none","2024-11-06T08:32:24Z",2024-11-06
"133","zguy5q1lfXc","2024-11-04T13:17:33Z","UCupvZG-5ko_eiXAupbDfxWw","Surprising poll shows Trump down in state he won twice","The latest poll from the Des Moines Register and Mediacom shows Vice President Kamala Harris holding 47% to former President ...","https://i.ytimg.com/vi/zguy5q1lfXc/default.jpg","120","90","https://i.ytimg.com/vi/zguy5q1lfXc/mqdefault.jpg","320","180","https://i.ytimg.com/vi/zguy5q1lfXc/hqdefault.jpg","480","360","CNN","none","2024-11-04T13:17:33Z",2024-11-04
"134","O3nrIHumOWg","2024-11-06T10:40:16Z","UCoMdktPbSTixAyNGwb-UYkQ","Donald Trump wins US election in monumental political comeback","Donald Trump will return to the White House after claiming a stunning US election victory over Democrat opponent Kamala Harris.","https://i.ytimg.com/vi/O3nrIHumOWg/default.jpg","120","90","https://i.ytimg.com/vi/O3nrIHumOWg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/O3nrIHumOWg/hqdefault.jpg","480","360","Sky News","none","2024-11-06T10:40:16Z",2024-11-06
"135","o08iegMLj5M","2024-08-15T09:15:43Z","UCw3fku0sH3qA3c3pZeJwdAw","Joe Rogan says Kamala Harris &#39;NAILED IT&#39;","Joe Rogan says Kamala Harris 'NAILED IT'. Joe Rogan gushed about Kamala Harris on a recent episode of his podcast - praising ...","https://i.ytimg.com/vi/o08iegMLj5M/default.jpg","120","90","https://i.ytimg.com/vi/o08iegMLj5M/mqdefault.jpg","320","180","https://i.ytimg.com/vi/o08iegMLj5M/hqdefault.jpg","480","360","Daily Mail","none","2024-08-15T09:15:43Z",2024-08-15
"136","ftKuLrHCkLQ","2024-10-25T02:45:04Z","UChLtXXpo4Ge1ReTEboVvTDg","US election 2024: How celebrities endorsing Harris, Trump could shift the race","With less than two weeks to go until the U.S. presidential election, Kamala Harris and Donald Trump are going all-in on ...","https://i.ytimg.com/vi/ftKuLrHCkLQ/default.jpg","120","90","https://i.ytimg.com/vi/ftKuLrHCkLQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ftKuLrHCkLQ/hqdefault.jpg","480","360","Global News","none","2024-10-25T02:45:04Z",2024-10-25
"137","MydGr7jksOk","2024-10-29T18:05:23Z","UCupvZG-5ko_eiXAupbDfxWw","&#39;Wow&#39;: Dana Bash reacts to huge shift in Latino support for Trump in swing state","CNN's John King reports on a new poll that shows Vice President Kamala Harris is nearly tied with former President Donald ...","https://i.ytimg.com/vi/MydGr7jksOk/default.jpg","120","90","https://i.ytimg.com/vi/MydGr7jksOk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/MydGr7jksOk/hqdefault.jpg","480","360","CNN","none","2024-10-29T18:05:23Z",2024-10-29
"138","5JxELubSgJg","2024-11-07T04:45:00Z","UCa6vGFO9ty8v5KZJXQxdhaw","Jimmy Kimmel Reacts to Donald Trump Winning the Presidential Election","Last night we had the choice between a prosecutor and a criminal and we chose the criminal, more than half of the country voted ...","https://i.ytimg.com/vi/5JxELubSgJg/default.jpg","120","90","https://i.ytimg.com/vi/5JxELubSgJg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/5JxELubSgJg/hqdefault.jpg","480","360","Jimmy Kimmel Live","none","2024-11-07T04:45:00Z",2024-11-07
"139","j5gTUh5Bx5M","2024-11-06T17:00:49Z","UChDKyKQ59fYz3JO2fl0Z6sg","Trump says his kids won&#39;t serve in his administration: &#39;Too painful&#39;","President-elect Donald Trump has said that he will not incorporate his children into his new administration, unlike his first term in ...","https://i.ytimg.com/vi/j5gTUh5Bx5M/default.jpg","120","90","https://i.ytimg.com/vi/j5gTUh5Bx5M/mqdefault.jpg","320","180","https://i.ytimg.com/vi/j5gTUh5Bx5M/hqdefault.jpg","480","360","TODAY","none","2024-11-06T17:00:49Z",2024-11-06
"140","1JhD_9m03Hw","2024-11-06T17:15:19Z","UCknLrEdhRCp1aegoMqRaCZg","Why did Kamala Harris lose the US presidential election? | DW News","Donald Trump's sweeping victory in the 2024 US presidential election has left the Democratic Party and its candidate Kamala ...","https://i.ytimg.com/vi/1JhD_9m03Hw/default.jpg","120","90","https://i.ytimg.com/vi/1JhD_9m03Hw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/1JhD_9m03Hw/hqdefault.jpg","480","360","DW News","none","2024-11-06T17:15:19Z",2024-11-06
"141","vpqtjHVhQXI","2024-11-18T07:09:27Z","UC8LQKvQviSRXGuz5wrXdmmw","Why we should worry about US elections?","Visit https://tcc.lla.in/ to register in masterclass on secrets to crack any exam In this video, we dive into the fascinating world of U.S. ...","https://i.ytimg.com/vi/vpqtjHVhQXI/default.jpg","120","90","https://i.ytimg.com/vi/vpqtjHVhQXI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/vpqtjHVhQXI/hqdefault.jpg","480","360","The Curious Cobra","none","2024-11-18T07:09:27Z",2024-11-18
"142","olyNJ_wKkhI","2024-11-01T20:30:05Z","UC0XBsJpPhOLg0k4x9ZwrWzw","Listen to @JenniferLopez: Your vote is your voice. Let’s get loud.","Help Vice President Kamala Harris and Governor Tim Walz put policies in place that protect our fundamental freedoms and defeat ...","https://i.ytimg.com/vi/olyNJ_wKkhI/default.jpg","120","90","https://i.ytimg.com/vi/olyNJ_wKkhI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/olyNJ_wKkhI/hqdefault.jpg","480","360","Kamala Harris","none","2024-11-01T20:30:05Z",2024-11-01
"143","D00RV3j2lNA","2024-11-12T19:30:23Z","UCupvZG-5ko_eiXAupbDfxWw","James Carville identifies the moment he thinks decided the presidential election","Democratic strategist James Carville joins CNN's Christiane Amanpour to analyze the key factors that contributed to Vice ...","https://i.ytimg.com/vi/D00RV3j2lNA/default.jpg","120","90","https://i.ytimg.com/vi/D00RV3j2lNA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/D00RV3j2lNA/hqdefault.jpg","480","360","CNN","none","2024-11-12T19:30:23Z",2024-11-12
"144","eURDyLSqmtw","2024-11-08T23:44:37Z","UCyqFmhadLMeSjKC86j4AoAQ","The House of Representatives race is still waiting to be called in the United States","It's been nearly three days since it was announced Donald Trump won the presidential election, but there is still uncertainty ...","https://i.ytimg.com/vi/eURDyLSqmtw/default.jpg","120","90","https://i.ytimg.com/vi/eURDyLSqmtw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/eURDyLSqmtw/hqdefault.jpg","480","360","FOX 61","none","2024-11-08T23:44:37Z",2024-11-08
"145","ZAqiCu0qSiU","2024-11-06T15:22:52Z","UCFmofUYwZd1Ibf_O3PF71jg","Chicagoans react to Donald Trump winning the presidential election","Chicagoans had a lot to say after learning Donald Trump won the presidential election over vice president Kamala Harris.","https://i.ytimg.com/vi/ZAqiCu0qSiU/default.jpg","120","90","https://i.ytimg.com/vi/ZAqiCu0qSiU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ZAqiCu0qSiU/hqdefault.jpg","480","360","FOX 32 Chicago","none","2024-11-06T15:22:52Z",2024-11-06
"146","-GDyYpslqNg","2024-11-10T19:12:02Z","UCoMdktPbSTixAyNGwb-UYkQ","Will UK be spared the worst of US tariffs? | US Election 2024","The UK may escape the hefty tariffs that could be imposed by the US on foreign nations. Donald Trump said during his election ...","https://i.ytimg.com/vi/-GDyYpslqNg/default.jpg","120","90","https://i.ytimg.com/vi/-GDyYpslqNg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/-GDyYpslqNg/hqdefault.jpg","480","360","Sky News","none","2024-11-10T19:12:02Z",2024-11-10
"147","WI9fbbQ-aTo","2024-11-06T08:01:54Z","UClwddNv0Cr6SIEGkzVK886w","Donald Trump&#39;s full victory speech","Donald Trump spoke to supporters early Wednesday morning after Fox News projected him to win the 2024 presidential race.","https://i.ytimg.com/vi/WI9fbbQ-aTo/default.jpg","120","90","https://i.ytimg.com/vi/WI9fbbQ-aTo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/WI9fbbQ-aTo/hqdefault.jpg","480","360","FOX 9 Minneapolis-St. Paul","none","2024-11-06T08:01:54Z",2024-11-06
"148","v3tVG9XMQ5c","2022-10-20T21:59:49Z","UCn4sPeUomNGIr26bElVdDYg","Would Pence Vote for Trump in a 2024 Presidential Election?","Would former VP Mike Pence vote for Donald Trump if he ran in 2024? Here's what he had to say. » Sign up for our newsletter ...","https://i.ytimg.com/vi/v3tVG9XMQ5c/default.jpg","120","90","https://i.ytimg.com/vi/v3tVG9XMQ5c/mqdefault.jpg","320","180","https://i.ytimg.com/vi/v3tVG9XMQ5c/hqdefault.jpg","480","360","NowThis Impact","none","2022-10-20T21:59:49Z",2022-10-20
"149","g34CFjEFZts","2024-11-06T07:26:28Z","UCQANb2YPwAtK-IQJrLaaUFw","LIVE: HARRIS-TRUMP ELECTION RESULTS 2024","LIVE: HARRIS-TRUMP ELECTION RESULTS 2024 Data & visualizations courtesy of @DecisionDeskHQOfficial For more from ...","https://i.ytimg.com/vi/g34CFjEFZts/default.jpg","120","90","https://i.ytimg.com/vi/g34CFjEFZts/mqdefault.jpg","320","180","https://i.ytimg.com/vi/g34CFjEFZts/hqdefault.jpg","480","360","Brian Tyler Cohen","none","2024-11-06T07:26:28Z",2024-11-06
"150","Tk0W0LiLHZA","2024-11-13T02:49:28Z","UCO0akufu9MOzyz3nvGIXAAw","Mass layoffs and pay cuts at CNN after US election ratings disaster","CNN boss Mark Thompson is set to lay off hundreds of employees following Donald Trump's successful bid for the White House.","https://i.ytimg.com/vi/Tk0W0LiLHZA/default.jpg","120","90","https://i.ytimg.com/vi/Tk0W0LiLHZA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Tk0W0LiLHZA/hqdefault.jpg","480","360","Sky News Australia","none","2024-11-13T02:49:28Z",2024-11-13
"151","5-TsGz8kk9M","2024-11-05T17:47:28Z","UCupvZG-5ko_eiXAupbDfxWw","Maggie Haberman shares where Trump campaign stands on Election Day","CNN political analyst Maggie Haberman joins CNN's Anderson Cooper to discuss the mood inside former President Donald ...","https://i.ytimg.com/vi/5-TsGz8kk9M/default.jpg","120","90","https://i.ytimg.com/vi/5-TsGz8kk9M/mqdefault.jpg","320","180","https://i.ytimg.com/vi/5-TsGz8kk9M/hqdefault.jpg","480","360","CNN","none","2024-11-05T17:47:28Z",2024-11-05
"152","Tk0W0LiLHZA","2024-11-13T02:49:28Z","UCO0akufu9MOzyz3nvGIXAAw","Mass layoffs and pay cuts at CNN after US election ratings disaster","CNN boss Mark Thompson is set to lay off hundreds of employees following Donald Trump's successful bid for the White House.","https://i.ytimg.com/vi/Tk0W0LiLHZA/default.jpg","120","90","https://i.ytimg.com/vi/Tk0W0LiLHZA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Tk0W0LiLHZA/hqdefault.jpg","480","360","Sky News Australia","none","2024-11-13T02:49:28Z",2024-11-13
"153","rfDT_l51tZo","2024-11-05T23:49:39Z","UCBi2mrWuNuyYy4gbM6fU18Q","Election Day 2024: The Path to 270 Electoral Votes","ABC News' Rick Klein has more on the path to 270 electoral votes and the White House. Subscribe to ABC News on YouTube: ...","https://i.ytimg.com/vi/rfDT_l51tZo/default.jpg","120","90","https://i.ytimg.com/vi/rfDT_l51tZo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/rfDT_l51tZo/hqdefault.jpg","480","360","ABC News","none","2024-11-05T23:49:39Z",2024-11-05
"154","V_dI9KXi2Rs","2024-10-13T16:16:24Z","UCeY0bbntWzzVIaj2z3QigXg","Steve Kornacki explains Donald Trump pulling even with Kamala Harris in NBC News poll","Kamala Harris and Donald Trump are deadlocked in the latest NBC News poll, with Trump bolstered by favorable views of his ...","https://i.ytimg.com/vi/V_dI9KXi2Rs/default.jpg","120","90","https://i.ytimg.com/vi/V_dI9KXi2Rs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/V_dI9KXi2Rs/hqdefault.jpg","480","360","NBC News","none","2024-10-13T16:16:24Z",2024-10-13
"155","DFWuxArW9II","2024-07-31T23:40:14Z","UCaXkIU1QidjPwiAYu6GcHjg","New poll: Kamala Harris erases Trump&#39;s swing state lead","Alicia Menendez reports on the latest developments in the 2024 presidential race, including a new Bloomberg/Morning Consult ...","https://i.ytimg.com/vi/DFWuxArW9II/default.jpg","120","90","https://i.ytimg.com/vi/DFWuxArW9II/mqdefault.jpg","320","180","https://i.ytimg.com/vi/DFWuxArW9II/hqdefault.jpg","480","360","MSNBC","none","2024-07-31T23:40:14Z",2024-07-31
"156","WRYss-B2OsM","2024-11-10T22:55:25Z","UCoMdktPbSTixAyNGwb-UYkQ","How Trump won the election | US Election","Donald Trump has been projected to win the swing state of Arizona, taking his electoral college total up to 312 versus Kamala ...","https://i.ytimg.com/vi/WRYss-B2OsM/default.jpg","120","90","https://i.ytimg.com/vi/WRYss-B2OsM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/WRYss-B2OsM/hqdefault.jpg","480","360","Sky News","none","2024-11-10T22:55:25Z",2024-11-10
"157","uvDhafTstyw","2024-11-09T19:02:00Z","UCwWhs_6x42TyRM4Wstoq8HA","“This is not the end” - Jon Stewart #DailyShow #Election #Trump","","https://i.ytimg.com/vi/uvDhafTstyw/default.jpg","120","90","https://i.ytimg.com/vi/uvDhafTstyw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/uvDhafTstyw/hqdefault.jpg","480","360","The Daily Show","none","2024-11-09T19:02:00Z",2024-11-09
"158","aHHC3_9iCuU","2024-11-06T11:27:11Z","UCz8QaiQxApLq8sLNcszYyJw","US Election: Firstpost Reports From Washington As Donald Trump Claims Victory | Palki Sharma","US Election: Firstpost Reports From Washington As Donald Trump Claims Victory | Palki Sharma Republican presidential ...","https://i.ytimg.com/vi/aHHC3_9iCuU/default.jpg","120","90","https://i.ytimg.com/vi/aHHC3_9iCuU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/aHHC3_9iCuU/hqdefault.jpg","480","360","Firstpost","none","2024-11-06T11:27:11Z",2024-11-06
"159","_sVgi9Qwa7k","2024-11-07T04:35:00Z","UC8-Th83bH_thdKZDJCrn88g","Donald Trump Elected President AGAIN: America Gets Back with Their Crazy Ex","Jimmy addresses the latest news, like Trump making history by becoming both the first convicted felon and the oldest person ...","https://i.ytimg.com/vi/_sVgi9Qwa7k/default.jpg","120","90","https://i.ytimg.com/vi/_sVgi9Qwa7k/mqdefault.jpg","320","180","https://i.ytimg.com/vi/_sVgi9Qwa7k/hqdefault.jpg","480","360","The Tonight Show Starring Jimmy Fallon","none","2024-11-07T04:35:00Z",2024-11-07
"160","XhpkosC8KL8","2024-11-07T09:43:20Z","UCz8QaiQxApLq8sLNcszYyJw","US Election 2024 LIVE: World Leaders React to Trump&#39;s Victory in the 2024 Presidential Elections","US Election 2024 LIVE: World Leaders React to Trump's Victory in the 2024 Presidential Elections World leaders congratulated ...","https://i.ytimg.com/vi/XhpkosC8KL8/default.jpg","120","90","https://i.ytimg.com/vi/XhpkosC8KL8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/XhpkosC8KL8/hqdefault.jpg","480","360","Firstpost","none","2024-11-07T09:43:20Z",2024-11-07
